movieId,title_cast,director,plot_keywords,genres,title,year
66203,MorganLily TrentonRogers MichelleCarmichael JasmineWoods SabrinaRevelle,abbykohn,lingerie slip gay friend reference to playstation 2 woman,Comedy Drama Romance,He's Just Not That Into You (2009),2009
66234,IngvarSigurdsson ÁgústaEvaErlendsdóttir BjörnHlynurHaraldsson ÓlafíaHrönnJónsdóttir AtliRafnSigurðsson,arnaldurindriðason,detective police detective police dead body,Crime Drama Thriller,Jar City (Mýrin) (2006),2006
66246,nan,nan,nan,Comedy,Numbskull Emptybrook (Uuno Turhapuro) (1973),1973
66250,nan,nan,nan,Romance Western,California (1946),1946
66252,nan,nan,nan,Action Romance Western,Canyon Passage (1946),1946
66268,WilliamH.Macy RebeccaDeMornay MikeNussbaum AngelaPaton FrancesSternhagen,williamh.macy,man wears eyeglasses con woman female protagonist small town,Comedy Crime,"Con, The (1998)",1998
66279,nan,nan,nan,Drama,Husbands (1970),1970
66282,nan,nan,nan,Western,"Cimarron Kid, The (1952)",1952
66284,nan,nan,nan,Drama Horror,"Avenging Conscience, The (1914)",1914
66289,MeredythHerold PanosThanassoulis MicheleValley,nikosnikolaidis,vomiting in someone's face male rape stabbed in the crotch sex slave,Crime Film-Noir Horror Romance Thriller,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990),1990
66295,JuliaJentsch PeterGantzler MaciejStuhr AndrzejHudziak MalgorzataHajewska,malgorzataszumowska,death sex scene male female relationship oral sex,Drama,33 Scenes from Life (33 sceny z zycia) (2008),2008
66304,EmmaRoberts JakeT.Austin DonCheadle JohnnySimmons KylaPratt,jefflowell,overalls male and female protagonists older sister younger brother relationship 2000s,Adventure Children Comedy,Hotel for Dogs (2009),2009
66306,nan,nan,nan,Drama Western,The Deadly Trackers (1973),1973
66310,KarinaTesta SamuelLeBihan EstelleLefébure AurélienWiik DavidSaracino,xaviergens,achilles tendon cut child uses guna child bisexual,Drama Horror Thriller,Frontière(s) (2007),2007
66317,RabbeSmedlund JyrkiKovaleff ElinaSalo UllaTapaninen MattiRuohola,larsjansson,sequel,Adventure Animation Fantasy,Comet in Moominland (1992),1992
66320,LeonardoDiCaprio KennyAusubel ThomHartmann WangariMaathai SandraPostel,nadiaconners,planet environment f rated toxic chemicals,Documentary,"11th Hour, The (2007)",2007
66323,BoguslawLinda DorotaSegda OlaMaliszewska TeresaLipowska CezaryPazura,maciejslesicki,mother in law son in law relationship fall to death fall from height child kidnapping,Drama,Daddy (Tato) (1995),1995
66330,RyanReynolds WillemDafoe EmilyWatson Carrie-AnneMoss JuliaRoberts,robertfrost,cheating wife girl in panties panties aunt,Drama,Fireflies in the Garden (2008),2008
66335,SamuelL.Jackson LucyLiu MarkHamill GreyGriffin DaveWittenberg,erics.calderon,bare breasts beard blacksmith blood on camera lens,Animation,Afro Samurai: Resurrection (2009),2009
66337,YoHitoto TadanobuAsano MasatoHagiwara KimikoYo NenjiKobayashi,hsiao-hsienhou,thin girl prego knocked up almond eyes,Drama,Café Lumière (2003),2003
66339,nan,nan,nan,Comedy Crime,Death by Hanging (Koshikei) (1968),1968
66344,nan,nan,nan,Drama,"Last Movie, The (1971)",1971
66352,AliBarkai YoussoufDjaoro AzizaHisseine KhayarOumarDefallah DjibrilIbrahim,mahamat-salehharoun,war criminal civil war vengeance revolver,Drama,Dry Season (Daratt) (2006),2006
66365,nan,nan,nan,Action Sci-Fi,Trancers (1985),1985
66369,nan,nan,nan,Comedy,"Man Who Quit Smoking, The (Mannen som slutade röka) (1972)",1972
66371,MasahiroMotoki TsutomuYamazaki RyôkoHirosue KazukoYoshiyuki KimikoYo,kundôkoyama,cellist funeral father son relationship pregnant wife,Drama,Departures (Okuribito) (2008),2008
66385,KevinBacon TomAldredge NicholasArt BlancheBaker TomBloom,chancephelps,gratitude military casket closed casket,Drama War,Taking Chance (2009),2009
66389,SayedBadreya ErickAvari AnthonyAzizi AmandaDetmer NasserFaris,sayedbadreya,nan,Drama,AmericanEast (2008),2008
66427,BruceCampbell GraceThorsen TaylorSharpe TedRaimi BenMcCain,brucecampbell,small town evil dead movie star neo screwball comedy,Comedy Horror,My Name Is Bruce (2007),2007
66437,ChristopherPlummer MichaelAngarano M.EmmetWalsh RobertWagner JoshuaBoyd,michaelschroeder,movie theater german shepherd dog chihuahua,Comedy Drama,Man in the Chair (2007),2007
66440,PaulScofield,patrickkeiller,reading reference to rimbaud reference to sherlock holmes sherlock holmes reference,Documentary Sci-Fi,Robinson in Space (1997),1997
66491,VeronicaAlicino GabrielleAnwar WillowAnwar PhilippeAngers SeanAstin,fredericgolchan,character name as title four men in love with the same woman rowing fatherhood,Comedy Romance,Kimberly (1999),1999
66503,OlaviUusivirta HeikkiSilvennoinen PeterFranzén LauraBirn TomPetäjä,markkupölönen,rural setting rally uncle nephew relationship wheelchair,Comedy,Rally On! (Ralliraita) (2009),2009
66506,JimmyTsai AndrewVo KharyPayton JimLau RogerFan,jimmytsai,ping pong f rated,Comedy,Ping Pong Playa (2007),2007
66509,AdamSandler SethRogen LeslieMann EricBana JonahHill,juddapatow,comedian stand up comedian breasts craigslist,Comedy Drama,Funny People (2009),2009
66511,PaulKalkbrenner RitaLengyel CorinnaHarfouch ArabaWalton PeterSchneider,hannesstöhr,techno explicit sex gay sex male frontal nudity,Comedy Drama,Berlin Calling (2008),2008
66537,YannickvandeVelde QuintenSchram RüdigerVogler LarsRudolph VictorReinier,tonkedragt,knight letter sword ritual,Adventure,"Letter for the King, The (Brief voor de koning, De) (2008)",2008
66539,nan,nan,nan,Action Drama Thriller,Firepower (1979),1979
66544,AlecBaldwin BrianCox ChristopherPlummer,briancox,war crimes trial antisemitism war crime courtroom,Drama War,Nuremberg (2000),2000
66547,nan,nan,nan,Drama Mystery Thriller,Bigger Than Life (1956),1956
66549,MichaelIronside MikkoNousiainen MelissaGalianos SusanAlmgren DanielPilon,pekkamandart,exchange student kansas family relationships kansas city missouri,Drama Romance Thriller,Going to Kansas City (1998),1998
66553,MichelleNolden KettTurton GabrielHogan AllegraFulton KatharineIsabelle,cassandranicolaou,profanity swearing wine bottle f word,Crime Drama Thriller,Show Me (2004),2004
66579,ArmandAssante DinaMeyer LaceyChabert SergiMateu FerranLahoz,dandworkin,nan,Thriller,"Lost, The (2009)",2009
66584,StevenSeagal BernieMcInerney AshleyGreenfield JohnP.Gulino AntoniCorone,j.d.zeik,caught having sex topless female nudity bare breasts counterfeiting,Action Drama,Pistol Whipped (2008),2008
66590,nan,nan,nan,Western,"Far Horizons, The (1955)",1955
66592,JenaMalone PeterLorentzon MarihaÅberg,lukasmoodysson,experimental film,Drama Horror,Container (2006),2006
66596,DonaldGlover D.C.Pierson DominicDierkes AubreyPlaza GlennKalison,d.c.pierson,boy wears eyeglasses child pie best friend,Comedy Crime Mystery,Mystery Team (2009),2009
66618,AndyLau ReneLiu YouGe BaoqiangWang BingbingLi,chia-luchang,boss couple train prayer,Action Crime Drama,"World Without Thieves, A (Tian xia wu zei) (2004)",2004
66620,nan,nan,nan,Western,"Gunfight at Dodge City, The (1959)",1959
66622,nan,nan,nan,Comedy Romance,His Private Secretary (1933),1933
66639,KristinKreuk ChrisKlein NealMcDonough RobinShou MoonBloodgood,justinmarks,tied feet gangster woman chun li,Action Adventure Sci-Fi Thriller,Street Fighter: The Legend of Chun-Li (2009),2009
66655,DavidKross JennyElvers ErhanEmre OktayÖzdemir KidaKhodrRamadan,detlevbuck,school bully male frontal nudity teenager,Crime Drama,Tough Enough (Knallhart) (2006),2006
66659,TylerPerry DerekLuke KeshiaKnightPulliam DavidMann TamelaJ.Mann,tylerperry,mable madea simmons character 2000s woman madea series,Comedy Crime Drama,Tyler Perry's Madea Goes to Jail (2009),2009
66662,nan,nan,nan,Adventure Drama,"Black Watch, The (1929)",1929
66665,JohnKrasinski MayaRudolph CarmenEjogo CatherineO'Hara JeffDaniels,daveeggers,road trip train travel arizona territory arizona,Comedy Drama Romance,Away We Go (2009),2009
66667,nan,nan,nan,Drama War,Hell to Eternity (1960),1960
66686,nan,nan,nan,Drama Film-Noir Thriller,"Unsuspected, The (1947)",1947
66691,RadeSerbedzija MorganFreeman RobertForster CoreyJohnson AntonioBanderas,tedhumphrey,thief faberge egg heist title directed by female,Crime,"Thick as Thieves (a.k.a. Code, The) (2009)",2009
66701,WilliamHurt RitaWilson BrettDavern DavidCall MichelleTrachtenberg,ethancanin,1970s gym state name in title violin,Comedy Drama,Beautiful Ohio (2006),2006
66718,nan,nan,nan,Drama,"Cry, The (Grido, Il) (1957)",1957
66720,nan,nan,nan,Drama War,"Big Lift, The (1950)",1950
66744,ToniServillo AnnaBonaiuto GiulioBosetti FlavioBucci CarloBuccirosso,paolosorrentino,prime minister politician cold war era crooked politician,Drama,"Divo, Il (2008)",2008
66758,nan,nan,nan,Drama,Wings (Krylya) (1966),1966
66762,FabriceLuchini RomainDuris JoffreyPlatel MélanieLaurent KarinViard,cédricklapisch,written by director dancer family relationships teacher student relationship,Comedy Drama Romance,Paris (2008),2008
66783,JaredPadalecki DaniellePanabaker AmandaRighetti TravisVanWinkle AaronYoo,victormiller,slasher campfire wakeboarding slasher flick,Horror,Friday the 13th (2009),2009
66785,Kang-hoSong Byung-hunLee Woo-sungJung Je-munYun Seung-suRyu,jee-woonkim,map treasure manchuria franz jager,Action Adventure Comedy Western,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",2008
66789,GinaHolden JanaPallaske LanceHenriksen GregBryk ChristopherRedman,sheldonwilson,spaceship rescue mission selfishness greed,Sci-Fi Thriller,Screamers: The Hunting (2009),2009
66798,SteveMartin JeanReno EmilyMortimer AndyGarcia AlfredMolina,scottneustadter,nun detective laser speaking with an accent,Adventure Comedy Mystery,"Pink Panther 2, The (2009)",2009
66801,JimBrown TonyMuhammad KershaunScott ForestWhitaker,stacyperalta,nan,Documentary,Crips and Bloods: Made in America (2008),2008
66808,TilSchweiger EmmanuelleVaugier NataliaAvelon UdoKier ChrisCoppola,michaelroesch,murderess murder woman murders a man man tied up,Action Adventure Drama,Far Cry (2008),2008
66813,HenryMarsh,henrymarsh,latex glove surgical theater ukraine neurosurgeon,Documentary,"English Surgeon, The (2007)",2007
66815,KarinViard HélèneFillières VictorLanoux JaneBirkin SergiLópez,nathaliekristy,nan,Comedy Drama,"Hell of a Day, A (Reines d'un jour) (2001)",2001
66854,KoheiFukungaga YukaHyyoudo NaomiKawase KatsuhisaNamase KanakoHiguchi,naomikawase,title directed by female,Drama,Shara (Sharasojyu) (2003),2003
66857,nan,nan,nan,Comedy Drama Romance,Marius (1931),1931
66859,LucasGrabeel BrittanyCurran KunalSharma JeffBraine NoahBastian,rhettalliachristmasson,food superhero,Comedy,"Adventures of Food Boy, The (aka High School Superhero) (2008)",2008
66861,nan,nan,nan,Comedy Drama Romance,César (1936),1936
66866,JaimeKing TerryChen Pei-PeiCheng HenryO ReganOey,trevormarkwart,ghost pharmacist funeral murder,Horror Mystery Thriller,They Wait (2007),2007
66868,JohnnyNguyen VanVeronicaNgo DustinNguyen ThangNguyen ChanhTinNguyen,charlienguyen,vietnam french colony french occupation colonialism,Action Drama Romance,"Rebel, The (2006)",2006
66870,MariaHeiskanen MikaelPersbrandt JesperChristensen CallinÖhrvall NellieAlmgren,niklasrådström,camera working class alcoholic 1900s,Drama,Everlasting Moments (Maria Larssons eviga ögonblick) (2008),2008
66897,JoshuaLeonard AgnieszkaGrochowska MikolajGrabowski AgnieszkaPilaszewska MarcinBosak,lukaszkarwowski,nan,Comedy Romance,Expecting Love (Mala wielka milosc) (2008),2008
66915,PhilHarris GlenCampbell EddieDeezen KathrynHolcomb TobyScottGanger,garygoldman,cat flirting loss of money giraffe,Adventure Animation Children Musical,Rock-A-Doodle (1991),1991
66927,YukaItaya HarukaIgawa ManamiHonjô KeishiNagatsuka AyanoNakamura,hiroshiishikawa,japanese japanese woman japanese girl asian girl,Drama,Tokyo.Sora (2002),2002
66932,RobLowe CatherineMaryStewart ArlenAguayo-Stewart LarryDay SeanDevine,rogercardinal,mute murder corporate espionage computer chip,Thriller,Dead Silent (1999),1999
66934,NeilPatrickHarris NathanFillion FeliciaDay SimonHelberg NickTowne,nathanfillion,laundromat remote control vehicle accidental death homeless shelter,Comedy Drama Musical Sci-Fi,Dr. Horrible's Sing-Along Blog (2008),2008
66943,AndySerkis ReeceShearsmith JenniferEllison StevenO'Donnell JamesBierman,paulandrewwilliams,bound and gagged backwood slasher person in a trunk dark,Comedy Crime Horror Thriller,"Cottage, The (2008)",2008
66947,nan,nan,nan,Crime Drama Thriller,Two Men in Manhattan (Deux hommes dans Manhattan) (1959),1959
66977,nan,nan,nan,Comedy Drama Romance,Fanny (1932),1932
66979,JerryBanks JillBennett JamieBlake EmilyA.Burton MystroClark,leefriedlander,lie lesbian f rated lesbianism,Comedy Romance,Out at the Wedding (2007),2007
66981,nan,nan,nan,Romance Western,Hell Town (Born to the West) (1937),1937
66983,nan,nan,nan,Drama,"Hasty Heart, The (1949)",1949
67009,GeorgeZisiadis HannahFreiman MichaelZaytsev MattPolazzo JonEdelman,carolinesuh,high school school election candidate,Documentary,Frontrunners (2008),2008
67068,nan,nan,nan,Western,"Quick and the Dead, The (1987)",1987
67073,MenaSuvari NickCannon MichaelWelch AnnaLynneMcCord StarkSands,jeffreyreddick,horror movie remake zombie psychotronic film colorado,Horror,Day of the Dead (2008),2008
67087,PaulRudd RashidaJones SarahBurns GregLevine JaimePressly,johnhamburg,bromance homosexual subtext friend gay brother,Comedy,"I Love You, Man (2009)",2009
67096,nan,nan,nan,Adventure Drama Film-Noir Thriller,"Big Steal, The (1949)",1949
67098,nan,nan,nan,Adventure,Billy Budd (1962),1962
67135,nan,nan,nan,Drama Film-Noir,Night Has a Thousand Eyes (1948),1948
67138,AaronStanford PeterAnthonyTambakis FrankPando PaulSchneider JeffreyMaroun,andyrobin,cover up water revenge plumber,Comedy Crime,Live Free or Die (2006),2006
67140,nan,nan,nan,Drama,Blonde Venus (1932),1932
67168,JaredKusnitz GreysonChadwick ChandlerDarby CarissaCapobianco RandyMcDowell,joeballarini,zombie anti gay language meanness schoolteacher,Adventure Comedy Horror,Dance of the Dead (2008),2008
67186,VirginiaMadsen KyleGallner EliasKoteas AmandaCrew MartinDonovan,adamsimon,cancer funeral home body hidden behind a wall vomiting,Horror Thriller,"Haunting in Connecticut, The (2009)",2009
67193,CliveOwen JuliaRoberts TomWilkinson PaulGiamatti DanDaily,tonygilroy,spy versus spy frame up written by director split screen,Crime Romance Thriller,Duplicity (2009),2009
67197,NicolasCage ChandlerCanterbury RoseByrne LaraRobinson D.G.Maloney,rynedouglaspearson,end of the world number disaster time capsule,Action Drama Mystery Sci-Fi Thriller,Knowing (2009),2009
67223,JoseRijo WalkiCuevas AlgenisPerezSoto SantoSilvestre EmmanuelNanitaCarvajal,ryanfleck,character name as title nickname as title title directed by female caribbean sea,Drama,Sugar (2008),2008
67233,TakeshiCaesar SetsukoKarasuma YûkiNagata ToshikazuNakaba AkihiroShimizu,takashimiike,nan,Drama,Young Thugs: Nostalgia (Kishiwada shônen gurentai: Bôkyô) (1998),1998
67247,LiorLiebling,ilanatrachtman,down syndrome bar mitzvah,Documentary,Praying with Lior (2008),2008
67252,TonyJaa SarunyuWongkrachang SorapongChatree PrimorataDejudom NirutSirichanya,pannarittikrai,year 1431 1430s 15th century late middle ages,Action,Ong-Bak 2: The Beginning (Ong Bak 2) (2008),2008
67255,MichaelNyqvist NoomiRapace LenaEndre Sven-BertilTaube PeterHaber,nikolajarcel,disappearance journalist hacker violence against women,Crime Drama Mystery Thriller,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",2009
67267,AmyAdams EmilyBlunt AlanArkin JasonSpevack SteveZahn,meganholley,crime scene cleanup cb radio sister sister relationship bedframe,Comedy Drama,Sunshine Cleaning (2008),2008
67298,nan,nan,nan,Western,Hangman's Knot (1952),1952
67300,nan,nan,nan,Drama War,Immortal Sergeant (1943),1943
67314,DanutaStenka JoannaBrodzik JanFrycz ArturZmijewski MartaLipinska,katarzynagrochola,nan,Comedy Romance,Never Ever! (Nigdy w zyciu!) (2004),2004
67316,nan,hannapolak,children drugs tragic event moscow russia,Documentary,"Children of Leningradsky, The (2005)",2005
67354,NormanEngland TomokaHayashi YukijirôHotaru RyôichiInaba NatsukiKatô,kenjiohtsuki,extreme violence extreme gore gory violence blood and gore,Comedy Horror,Stacy (2001),2001
67356,JesseMetcalfe KieleSanchez PeterStormare KevinSussman EvanParke,jeffbuhler,man in a straightjacket mental institution blood on clothes nymphomaniac,Horror Thriller,Insanitarium (2008),2008
67359,nan,nan,nan,Crime Drama Film-Noir,Illegal (1955),1955
67361,ShaneWest EdwardBurns VingRhames JonathanPryce AmaraZaragoza,michaelnitsberg,casino security camera echelon text messaging,Action Mystery Thriller,Echelon Conspiracy (2009),2009
67363,JustynaBartoszewicz GrazynaBlecka-Kolska MartaDabrowska GrzegorzDamiecki DenisDevosges-Cuber,janjakubkolski,voice over narration woman beater sex scent,Comedy Drama,Jasminum (2006),2006
67365,MarcBlucas JosePabloCantillo EmmanuelleChriqui JamesDeBello NoelFisher,ericamadio,strong sexual content sex woman wearing only a man's shirt bare breasts,Comedy Drama Romance,After Sex (2007),2007
67370,nan,nan,nan,Drama Horror War,"Third Part of the Night, The (Trzecia czesc nocy) (1972)",1972
67405,Madhavan NeetuChandra PoonamDhillon SaranyaPonvannan SachinKhedekar,abhinavkashyap,movie reality crossover television curdled milk resistor,Horror Mystery Thriller,13B (2009),2009
